Type,SourceIP,SourceMAC,DestinationIP,DestinationMAC,Protocol,MAC,IP,Function,predictions
IP_IP_PROTOCOL,172.16.106.13,ac:64:17:03:4f:c5,172.16.106.25,54:e3:b0:00:55:b7,Profinet,,,,0
IP_MAC,172.16.106.13,ac:64:17:03:4f:c5,172.16.106.25,54:e3:b0:00:55:b7,Profinet,,,,0
IP_ACTIVE,172.16.106.13,ac:64:17:03:4f:c5,172.16.106.25,54:e3:b0:00:55:b7,Profinet,,172.16.106.25,,0
IP_FUNCTION,172.16.106.13,ac:64:17:03:4f:c5,172.16.106.25,54:e3:b0:00:55:b7,Profinet,,172.16.106.25,DCE RPC WRITE REQUEST,0
IP_FUNCTION,172.16.106.13,ac:64:17:03:4f:c5,172.16.106.25,54:e3:b0:00:55:b7,Profinet,,172.16.106.25,DCE RPC WRITE RESPONSE,0
IP_IP_FUNCTION,172.16.106.13,ac:64:17:03:4f:c5,172.16.106.25,54:e3:b0:00:55:b7,Profinet,,,DCE RPC WRITE RESPONSE,0
IP_IP_FUNCTION,172.16.106.13,ac:64:17:03:4f:c5,172.16.106.25,54:e3:b0:00:55:b7,Profinet,,,DCE RPC WRITE REQUEST,0
MAC_MAC,0.0.0.0,ac:64:17:03:4f:c5,0.0.0.0,ff:ff:ff:ff:ff:ff,ARP,,,,0
MAC_MAC_PROTOCOL,0.0.0.0,ac:64:17:03:4f:c5,0.0.0.0,ff:ff:ff:ff:ff:ff,ARP,,,,0
TCP_RETRANSMISSION,172.16.106.31,ac:64:17:35:60:50,172.16.106.11,28:63:36:9a:90:b3,S7,ac:64:17:35:60:50,172.16.106.31,,0
TCP_DUPLICATE_ACK,172.16.106.31,ac:64:17:35:60:50,172.16.106.11,28:63:36:9a:90:b3,S7,28:63:36:9a:90:b3,172.16.106.11,,0
TCP_RETRANSMISSION,172.16.106.31,ac:64:17:35:60:50,172.16.106.13,ac:64:17:03:4f:c5,S7,ac:64:17:35:60:50,172.16.106.31,,0
TCP_DUPLICATE_ACK,172.16.106.31,ac:64:17:35:60:50,172.16.106.13,ac:64:17:03:4f:c5,S7,ac:64:17:03:4f:c5,172.16.106.13,,0
MAC_MAC,0.0.0.0,28:63:36:a9:de:e6,0.0.0.0,ff:ff:ff:ff:ff:ff,ARP,,,,0
MAC_MAC_PROTOCOL,0.0.0.0,28:63:36:a9:de:e6,0.0.0.0,ff:ff:ff:ff:ff:ff,ARP,,,,0
MAC_MAC_FUNCTION,0.0.0.0,ac:64:17:03:4f:c5,0.0.0.0,ac:64:17:35:60:50,ARP,,,REPLY,0
MAC_MAC_FUNCTION,0.0.0.0,28:63:36:9a:90:b3,0.0.0.0,ac:64:17:35:60:50,ARP,,,REPLY,0
MAC_FUNCTION,0.0.0.0,28:63:36:a9:ac:eb,0.0.0.0,ff:ff:ff:ff:ff:ff,ARP,28:63:36:a9:ac:eb,,REQUEST,0
MAC_MAC_FUNCTION,0.0.0.0,28:63:36:a9:ac:eb,0.0.0.0,ff:ff:ff:ff:ff:ff,ARP,,,REQUEST,0
MAC_FUNCTION,0.0.0.0,28:63:36:a9:ac:eb,0.0.0.0,ac:64:17:35:60:50,ARP,28:63:36:a9:ac:eb,,REPLY,0
MAC_MAC_FUNCTION,0.0.0.0,28:63:36:a9:ac:eb,0.0.0.0,ac:64:17:35:60:50,ARP,,,REPLY,0
MAC_FUNCTION,0.0.0.0,28:63:36:a9:de:e6,0.0.0.0,ac:64:17:35:60:50,ARP,28:63:36:a9:de:e6,,REPLY,0
MAC_FUNCTION,0.0.0.0,28:63:36:a9:de:e6,0.0.0.0,ac:64:17:35:60:50,ARP,ac:64:17:35:60:50,,REPLY,0
MAC_MAC_FUNCTION,0.0.0.0,28:63:36:a9:de:e6,0.0.0.0,ac:64:17:35:60:50,ARP,,,REPLY,0
MAC_FUNCTION,0.0.0.0,54:e3:b0:00:55:b1,0.0.0.0,28:63:36:9a:90:b3,ARP,54:e3:b0:00:55:b1,,REPLY,0
MAC_MAC_FUNCTION,0.0.0.0,54:e3:b0:00:55:b1,0.0.0.0,28:63:36:9a:90:b3,ARP,,,REPLY,0
IP_FUNCTION,172.16.106.24,54:e3:b0:00:55:b1,172.16.106.11,28:63:36:9a:90:b3,Profinet,,172.16.106.24,DCE RPC WRITE REQUEST,0
IP_FUNCTION,172.16.106.24,54:e3:b0:00:55:b1,172.16.106.11,28:63:36:9a:90:b3,Profinet,,172.16.106.24,DCE RPC CONTROL REQUEST,0
IP_FUNCTION,172.16.106.24,54:e3:b0:00:55:b1,172.16.106.11,28:63:36:9a:90:b3,Profinet,,172.16.106.24,DCE RPC WRITE RESPONSE,0
IP_FUNCTION,172.16.106.24,54:e3:b0:00:55:b1,172.16.106.11,28:63:36:9a:90:b3,Profinet,,172.16.106.24,DCE RPC CONNECT RESPONSE,0
IP_FUNCTION,172.16.106.24,54:e3:b0:00:55:b1,172.16.106.11,28:63:36:9a:90:b3,Profinet,,172.16.106.24,DCE RPC CONTROL RESPONSE,0
IP_IP_FUNCTION,172.16.106.24,54:e3:b0:00:55:b1,172.16.106.11,28:63:36:9a:90:b3,Profinet,,,DCE RPC CONTROL REQUEST,0
IP_IP_FUNCTION,172.16.106.24,54:e3:b0:00:55:b1,172.16.106.11,28:63:36:9a:90:b3,Profinet,,,DCE RPC WRITE RESPONSE,0
IP_IP_FUNCTION,172.16.106.24,54:e3:b0:00:55:b1,172.16.106.11,28:63:36:9a:90:b3,Profinet,,,DCE RPC CONTROL RESPONSE,0
IP_IP_FUNCTION,172.16.106.24,54:e3:b0:00:55:b1,172.16.106.11,28:63:36:9a:90:b3,Profinet,,,DCE RPC CONNECT RESPONSE,0
IP_IP_FUNCTION,172.16.106.24,54:e3:b0:00:55:b1,172.16.106.11,28:63:36:9a:90:b3,Profinet,,,DCE RPC WRITE REQUEST,0
MAC_FUNCTION,0.0.0.0,28:63:36:9a:90:b3,0.0.0.0,ff:ff:ff:ff:ff:ff,ARP,28:63:36:9a:90:b3,,REQUEST,0
MAC_FUNCTION,0.0.0.0,28:63:36:9a:90:b3,0.0.0.0,ff:ff:ff:ff:ff:ff,ARP,ff:ff:ff:ff:ff:ff,,REQUEST,0
MAC_MAC_FUNCTION,0.0.0.0,28:63:36:9a:90:b3,0.0.0.0,ff:ff:ff:ff:ff:ff,ARP,,,REQUEST,0
MAC_FUNCTION,0.0.0.0,00:30:de:41:df:2a,0.0.0.0,01:80:c2:00:00:0e,Profinet,00:30:de:41:df:2a,,PTCP DELAY REQUEST,0
MAC_MAC_FUNCTION,0.0.0.0,00:30:de:41:df:2a,0.0.0.0,01:80:c2:00:00:0e,Profinet,,,PTCP DELAY REQUEST,0
MAC_FUNCTION,0.0.0.0,00:a0:45:9b:55:db,0.0.0.0,01:80:c2:00:00:0e,LLDP,00:a0:45:9b:55:db,,CLIENT REPORT,0
MAC_MAC_FUNCTION,0.0.0.0,00:a0:45:9b:55:db,0.0.0.0,01:80:c2:00:00:0e,LLDP,,,CLIENT REPORT,0
MAC_FUNCTION,0.0.0.0,00:30:de:41:df:2a,0.0.0.0,01:80:c2:00:00:0e,LLDP,00:30:de:41:df:2a,,CLIENT REPORT,0
MAC_MAC_FUNCTION,0.0.0.0,00:30:de:41:df:2a,0.0.0.0,01:80:c2:00:00:0e,LLDP,,,CLIENT REPORT,0
MAC_FUNCTION,0.0.0.0,28:63:36:a9:ac:ec,0.0.0.0,01:80:c2:00:00:0e,LLDP,28:63:36:a9:ac:ec,,CLIENT REPORT,0
MAC_MAC_FUNCTION,0.0.0.0,28:63:36:a9:ac:ec,0.0.0.0,01:80:c2:00:00:0e,LLDP,,,CLIENT REPORT,0
MAC_FUNCTION,0.0.0.0,28:63:36:a9:de:e7,0.0.0.0,01:80:c2:00:00:0e,LLDP,28:63:36:a9:de:e7,,CLIENT REPORT,0
MAC_MAC_FUNCTION,0.0.0.0,28:63:36:a9:de:e7,0.0.0.0,01:80:c2:00:00:0e,LLDP,,,CLIENT REPORT,0
MAC_FUNCTION,0.0.0.0,28:63:36:9a:90:b4,0.0.0.0,01:80:c2:00:00:0e,LLDP,28:63:36:9a:90:b4,,CLIENT REPORT,0
MAC_MAC_FUNCTION,0.0.0.0,28:63:36:9a:90:b4,0.0.0.0,01:80:c2:00:00:0e,LLDP,,,CLIENT REPORT,0
MAC_FUNCTION,0.0.0.0,ac:64:17:35:60:52,0.0.0.0,01:80:c2:00:00:0e,LLDP,ac:64:17:35:60:52,,CLIENT REPORT,0
MAC_MAC_FUNCTION,0.0.0.0,ac:64:17:35:60:52,0.0.0.0,01:80:c2:00:00:0e,LLDP,,,CLIENT REPORT,0
MAC_FUNCTION,0.0.0.0,54:e3:b0:00:55:b8,0.0.0.0,01:80:c2:00:00:0e,Profinet,54:e3:b0:00:55:b8,,PTCP DELAY REQUEST,0
MAC_MAC_FUNCTION,0.0.0.0,54:e3:b0:00:55:b8,0.0.0.0,01:80:c2:00:00:0e,Profinet,,,PTCP DELAY REQUEST,0
MAC_FUNCTION,0.0.0.0,54:e3:b0:00:55:b2,0.0.0.0,01:80:c2:00:00:0e,Profinet,54:e3:b0:00:55:b2,,PTCP DELAY REQUEST,0
MAC_MAC_FUNCTION,0.0.0.0,54:e3:b0:00:55:b2,0.0.0.0,01:80:c2:00:00:0e,Profinet,,,PTCP DELAY REQUEST,0
MAC_FUNCTION,0.0.0.0,54:e3:b0:00:55:b2,0.0.0.0,01:80:c2:00:00:0e,LLDP,01:80:c2:00:00:0e,,CLIENT REPORT,0
MAC_FUNCTION,0.0.0.0,54:e3:b0:00:55:b2,0.0.0.0,01:80:c2:00:00:0e,LLDP,54:e3:b0:00:55:b2,,CLIENT REPORT,0
MAC_MAC_FUNCTION,0.0.0.0,54:e3:b0:00:55:b2,0.0.0.0,01:80:c2:00:00:0e,LLDP,,,CLIENT REPORT,0
MAC_FUNCTION,0.0.0.0,54:e3:b0:00:55:b8,0.0.0.0,01:80:c2:00:00:0e,LLDP,54:e3:b0:00:55:b8,,CLIENT REPORT,0
MAC_MAC_FUNCTION,0.0.0.0,54:e3:b0:00:55:b8,0.0.0.0,01:80:c2:00:00:0e,LLDP,,,CLIENT REPORT,0
MAC_FUNCTION,0.0.0.0,00:60:34:12:ab:80,0.0.0.0,01:80:c2:00:00:0e,Profinet,00:60:34:12:ab:80,,PTCP DELAY REQUEST,0
MAC_MAC_FUNCTION,0.0.0.0,00:60:34:12:ab:80,0.0.0.0,01:80:c2:00:00:0e,Profinet,,,PTCP DELAY REQUEST,0
MAC_FUNCTION,0.0.0.0,28:63:36:a9:de:e7,0.0.0.0,01:80:c2:00:00:0e,Profinet,28:63:36:a9:de:e7,,PTCP DELAY REQUEST,0
MAC_MAC_FUNCTION,0.0.0.0,28:63:36:a9:de:e7,0.0.0.0,01:80:c2:00:00:0e,Profinet,,,PTCP DELAY REQUEST,0
MAC_FUNCTION,0.0.0.0,00:60:34:12:ab:80,0.0.0.0,01:80:c2:00:00:0e,LLDP,00:60:34:12:ab:80,,CLIENT REPORT,0
MAC_MAC_FUNCTION,0.0.0.0,00:60:34:12:ab:80,0.0.0.0,01:80:c2:00:00:0e,LLDP,,,CLIENT REPORT,0
MAC_FUNCTION,0.0.0.0,28:63:36:a9:ac:ec,0.0.0.0,01:80:c2:00:00:0e,Profinet,28:63:36:a9:ac:ec,,PTCP DELAY REQUEST,0
MAC_MAC_FUNCTION,0.0.0.0,28:63:36:a9:ac:ec,0.0.0.0,01:80:c2:00:00:0e,Profinet,,,PTCP DELAY REQUEST,0
MAC_FUNCTION,0.0.0.0,ac:64:17:03:4f:c8,0.0.0.0,01:80:c2:00:00:0e,Profinet,ac:64:17:03:4f:c8,,PTCP DELAY REQUEST,0
MAC_MAC_FUNCTION,0.0.0.0,ac:64:17:03:4f:c8,0.0.0.0,01:80:c2:00:00:0e,Profinet,,,PTCP DELAY REQUEST,0
MAC_FUNCTION,0.0.0.0,28:63:36:9a:90:b4,0.0.0.0,01:80:c2:00:00:0e,Profinet,28:63:36:9a:90:b4,,PTCP DELAY REQUEST,0
MAC_MAC_FUNCTION,0.0.0.0,28:63:36:9a:90:b4,0.0.0.0,01:80:c2:00:00:0e,Profinet,,,PTCP DELAY REQUEST,0
MAC_FUNCTION,0.0.0.0,ac:64:17:03:4f:c8,0.0.0.0,01:80:c2:00:00:0e,LLDP,ac:64:17:03:4f:c8,,CLIENT REPORT,0
MAC_MAC_FUNCTION,0.0.0.0,ac:64:17:03:4f:c8,0.0.0.0,01:80:c2:00:00:0e,LLDP,,,CLIENT REPORT,0
IP_FUNCTION,172.16.106.31,ac:64:17:35:60:50,172.16.106.14,28:63:36:a9:de:e6,S7,,172.16.106.14,READ,0
IP_FUNCTION,172.16.106.31,ac:64:17:35:60:50,172.16.106.14,28:63:36:a9:de:e6,S7,,172.16.106.14,OPEN CONNECTION,0
IP_FUNCTION,172.16.106.31,ac:64:17:35:60:50,172.16.106.14,28:63:36:a9:de:e6,S7,,172.16.106.14,STATE LIST,0
IP_FUNCTION,172.16.106.31,ac:64:17:35:60:50,172.16.106.14,28:63:36:a9:de:e6,S7,,172.16.106.31,OPEN CONNECTION,0
IP_FUNCTION,172.16.106.31,ac:64:17:35:60:50,172.16.106.14,28:63:36:a9:de:e6,S7,,172.16.106.31,STATE LIST,0
IP_FUNCTION,172.16.106.31,ac:64:17:35:60:50,172.16.106.14,28:63:36:a9:de:e6,S7,,172.16.106.31,READ,0
IP_IP_FUNCTION,172.16.106.31,ac:64:17:35:60:50,172.16.106.14,28:63:36:a9:de:e6,S7,,,STATE LIST,0
IP_IP_FUNCTION,172.16.106.31,ac:64:17:35:60:50,172.16.106.14,28:63:36:a9:de:e6,S7,,,READ,0
IP_IP_FUNCTION,172.16.106.31,ac:64:17:35:60:50,172.16.106.14,28:63:36:a9:de:e6,S7,,,OPEN CONNECTION,0
IP_FUNCTION,172.16.106.31,ac:64:17:35:60:50,172.16.106.12,28:63:36:a9:ac:eb,S7,,172.16.106.12,STATE LIST,1
IP_FUNCTION,172.16.106.31,ac:64:17:35:60:50,172.16.106.12,28:63:36:a9:ac:eb,S7,,172.16.106.12,OPEN CONNECTION,1
IP_FUNCTION,172.16.106.31,ac:64:17:35:60:50,172.16.106.12,28:63:36:a9:ac:eb,S7,,172.16.106.12,READ,0
IP_IP_FUNCTION,172.16.106.31,ac:64:17:35:60:50,172.16.106.12,28:63:36:a9:ac:eb,S7,,,STATE LIST,1
IP_IP_FUNCTION,172.16.106.31,ac:64:17:35:60:50,172.16.106.12,28:63:36:a9:ac:eb,S7,,,READ,0
IP_IP_FUNCTION,172.16.106.31,ac:64:17:35:60:50,172.16.106.12,28:63:36:a9:ac:eb,S7,,,OPEN CONNECTION,1
MAC_FUNCTION,0.0.0.0,00:a0:45:9b:55:db,0.0.0.0,01:80:c2:00:00:0e,Profinet,00:a0:45:9b:55:db,,PTCP DELAY REQUEST,0
MAC_FUNCTION,0.0.0.0,00:a0:45:9b:55:db,0.0.0.0,01:80:c2:00:00:0e,Profinet,01:80:c2:00:00:0e,,PTCP DELAY REQUEST,0
MAC_FUNCTION,0.0.0.0,ac:64:17:35:60:52,0.0.0.0,01:80:c2:00:00:0e,Profinet,ac:64:17:35:60:52,,PTCP DELAY REQUEST,0
MAC_MAC_FUNCTION,0.0.0.0,00:a0:45:9b:55:db,0.0.0.0,01:80:c2:00:00:0e,Profinet,,,PTCP DELAY REQUEST,0
MAC_MAC_FUNCTION,0.0.0.0,ac:64:17:35:60:52,0.0.0.0,01:80:c2:00:00:0e,Profinet,,,PTCP DELAY REQUEST,0
MAC_FUNCTION,0.0.0.0,28:63:36:a9:ac:eb,0.0.0.0,00:30:de:41:df:28,Profinet,00:30:de:41:df:28,,RT CLASS 2 UNICAST,0
MAC_FUNCTION,0.0.0.0,28:63:36:a9:ac:eb,0.0.0.0,00:30:de:41:df:28,Profinet,00:30:de:41:df:28,,PN DCP SET SUCCESS,0
MAC_FUNCTION,0.0.0.0,28:63:36:a9:ac:eb,0.0.0.0,00:30:de:41:df:28,Profinet,00:30:de:41:df:28,,PN DCP SET REQUEST,0
MAC_FUNCTION,0.0.0.0,00:60:34:12:ab:7f,0.0.0.0,ac:64:17:03:4f:c5,Profinet,00:60:34:12:ab:7f,,RT CLASS 2 UNICAST,0
MAC_FUNCTION,0.0.0.0,28:63:36:a9:ac:eb,0.0.0.0,00:30:de:41:df:28,Profinet,28:63:36:a9:ac:eb,,PN DCP SET REQUEST,0
MAC_FUNCTION,0.0.0.0,28:63:36:a9:ac:eb,0.0.0.0,00:30:de:41:df:28,Profinet,28:63:36:a9:ac:eb,,PN DCP SET SUCCESS,0
MAC_FUNCTION,0.0.0.0,28:63:36:a9:ac:eb,0.0.0.0,00:30:de:41:df:28,Profinet,28:63:36:a9:ac:eb,,RT CLASS 2 UNICAST,0
MAC_FUNCTION,0.0.0.0,54:e3:b0:00:55:b1,0.0.0.0,28:63:36:9a:90:b3,Profinet,54:e3:b0:00:55:b1,,RT CLASS 2 UNICAST,0
MAC_MAC_FUNCTION,0.0.0.0,28:63:36:a9:ac:eb,0.0.0.0,00:30:de:41:df:28,Profinet,,,PN DCP SET REQUEST,0
MAC_MAC_FUNCTION,0.0.0.0,00:60:34:12:ab:7f,0.0.0.0,ac:64:17:03:4f:c5,Profinet,,,RT CLASS 2 UNICAST,0
MAC_MAC_FUNCTION,0.0.0.0,54:e3:b0:00:55:b1,0.0.0.0,28:63:36:9a:90:b3,Profinet,,,RT CLASS 2 UNICAST,0
MAC_MAC_FUNCTION,0.0.0.0,28:63:36:a9:ac:eb,0.0.0.0,00:30:de:41:df:28,Profinet,,,RT CLASS 2 UNICAST,0
MAC_MAC_FUNCTION,0.0.0.0,28:63:36:a9:ac:eb,0.0.0.0,00:30:de:41:df:28,Profinet,,,PN DCP SET SUCCESS,0
MAC_FUNCTION,0.0.0.0,28:63:36:9a:90:b3,0.0.0.0,00:a0:45:9b:55:d9,Profinet,00:a0:45:9b:55:d9,,PN DCP SET REQUEST,0
MAC_FUNCTION,0.0.0.0,28:63:36:9a:90:b3,0.0.0.0,00:a0:45:9b:55:d9,Profinet,00:a0:45:9b:55:d9,,RT CLASS 2 UNICAST,0
MAC_FUNCTION,0.0.0.0,28:63:36:9a:90:b3,0.0.0.0,00:a0:45:9b:55:d9,Profinet,00:a0:45:9b:55:d9,,PN DCP SET SUCCESS,0
MAC_FUNCTION,0.0.0.0,ac:64:17:03:4f:c5,0.0.0.0,28:63:36:9a:90:b3,Profinet,28:63:36:9a:90:b3,,RT CLASS 2 UNICAST,0
MAC_FUNCTION,0.0.0.0,28:63:36:9a:90:b3,0.0.0.0,00:a0:45:9b:55:d9,Profinet,28:63:36:9a:90:b3,,PN DCP SET SUCCESS,0
MAC_FUNCTION,0.0.0.0,28:63:36:9a:90:b3,0.0.0.0,00:a0:45:9b:55:d9,Profinet,28:63:36:9a:90:b3,,PN DCP SET REQUEST,0
MAC_FUNCTION,0.0.0.0,ac:64:17:03:4f:c5,0.0.0.0,28:63:36:9a:90:b3,Profinet,28:63:36:9a:90:b3,,ACYCLIC IO ALARM LOW,0
MAC_FUNCTION,0.0.0.0,28:63:36:a9:de:e6,0.0.0.0,28:63:36:9a:90:b3,Profinet,28:63:36:a9:de:e6,,RT CLASS 2 UNICAST,0
MAC_FUNCTION,0.0.0.0,54:e3:b0:00:55:b7,0.0.0.0,ac:64:17:03:4f:c5,Profinet,54:e3:b0:00:55:b7,,RT CLASS 2 UNICAST,0
MAC_FUNCTION,0.0.0.0,ac:64:17:03:4f:c5,0.0.0.0,28:63:36:9a:90:b3,Profinet,ac:64:17:03:4f:c5,,ACYCLIC IO ALARM LOW,0
MAC_FUNCTION,0.0.0.0,54:e3:b0:00:55:b7,0.0.0.0,ac:64:17:03:4f:c5,Profinet,ac:64:17:03:4f:c5,,RT CLASS 2 UNICAST,0
MAC_MAC_FUNCTION,0.0.0.0,ac:64:17:03:4f:c5,0.0.0.0,28:63:36:9a:90:b3,Profinet,,,RT CLASS 2 UNICAST,0
MAC_MAC_FUNCTION,0.0.0.0,54:e3:b0:00:55:b7,0.0.0.0,ac:64:17:03:4f:c5,Profinet,,,RT CLASS 2 UNICAST,0
MAC_MAC_FUNCTION,0.0.0.0,28:63:36:9a:90:b3,0.0.0.0,00:a0:45:9b:55:d9,Profinet,,,RT CLASS 2 UNICAST,0
MAC_MAC_FUNCTION,0.0.0.0,28:63:36:9a:90:b3,0.0.0.0,00:a0:45:9b:55:d9,Profinet,,,PN DCP SET SUCCESS,0
MAC_MAC_FUNCTION,0.0.0.0,ac:64:17:03:4f:c5,0.0.0.0,28:63:36:9a:90:b3,Profinet,,,ACYCLIC IO ALARM LOW,0
MAC_MAC_FUNCTION,0.0.0.0,28:63:36:a9:ac:eb,0.0.0.0,28:63:36:9a:90:b3,Profinet,,,RT CLASS 2 UNICAST,0
MAC_MAC_FUNCTION,0.0.0.0,28:63:36:a9:de:e6,0.0.0.0,28:63:36:9a:90:b3,Profinet,,,RT CLASS 2 UNICAST,0
MAC_MAC_FUNCTION,0.0.0.0,28:63:36:9a:90:b3,0.0.0.0,00:a0:45:9b:55:d9,Profinet,,,PN DCP SET REQUEST,0
MAC_FUNCTION,0.0.0.0,ac:64:17:03:4f:c5,0.0.0.0,ff:ff:ff:ff:ff:ff,ARP,ac:64:17:03:4f:c5,,REQUEST,0
MAC_MAC_FUNCTION,0.0.0.0,ac:64:17:03:4f:c5,0.0.0.0,ff:ff:ff:ff:ff:ff,ARP,,,REQUEST,0
MAC_FUNCTION,0.0.0.0,28:63:36:a9:de:e6,0.0.0.0,ff:ff:ff:ff:ff:ff,ARP,28:63:36:a9:de:e6,,REQUEST,0
MAC_MAC_FUNCTION,0.0.0.0,28:63:36:a9:de:e6,0.0.0.0,ff:ff:ff:ff:ff:ff,ARP,,,REQUEST,0
IP,172.16.106.199,18:db:f2:38:71:39,172.16.106.14,28:63:36:a9:de:e6,S7,,172.16.106.199,,1
IP_IP,172.16.106.199,18:db:f2:38:71:39,172.16.106.14,28:63:36:a9:de:e6,S7,,,,1
MAC_MAC,0.0.0.0,28:63:36:a9:de:e6,0.0.0.0,18:db:f2:38:71:39,ARP,,,,1
MAC_MAC_PROTOCOL,0.0.0.0,28:63:36:a9:de:e6,0.0.0.0,18:db:f2:38:71:39,ARP,,,,1
IP_MAC,172.16.106.199,18:db:f2:38:71:39,172.16.106.14,28:63:36:a9:de:e6,S7,,,,1
IP_ACTIVE,172.16.106.199,18:db:f2:38:71:39,172.16.106.14,28:63:36:a9:de:e6,S7,,172.16.106.199,,1
IP_PROTOCOL,172.16.106.199,18:db:f2:38:71:39,172.16.106.14,28:63:36:a9:de:e6,S7,,172.16.106.199,,1
IP_IP_PROTOCOL,172.16.106.199,18:db:f2:38:71:39,172.16.106.14,28:63:36:a9:de:e6,S7,,,,1
PROGRAM_UPLOAD,172.16.106.199,18:db:f2:38:71:39,172.16.106.14,28:63:36:a9:de:e6,S7,18:db:f2:38:71:39,172.16.106.199,,1
PROGRAM_UPLOAD,172.16.106.199,18:db:f2:38:71:39,172.16.106.14,28:63:36:a9:de:e6,S7,28:63:36:a9:de:e6,172.16.106.14,,1
IP_FUNCTION,172.16.106.199,18:db:f2:38:71:39,172.16.106.14,28:63:36:a9:de:e6,S7,,172.16.106.199,DOWNLOAD END,1
IP_FUNCTION,172.16.106.199,18:db:f2:38:71:39,172.16.106.14,28:63:36:a9:de:e6,S7,,172.16.106.199,OPEN CONNECTION,1
IP_FUNCTION,172.16.106.199,18:db:f2:38:71:39,172.16.106.14,28:63:36:a9:de:e6,S7,,172.16.106.199,PLC CONTROL,1
IP_FUNCTION,172.16.106.199,18:db:f2:38:71:39,172.16.106.14,28:63:36:a9:de:e6,S7,,172.16.106.199,DOWNLOAD,1
IP_FUNCTION,172.16.106.199,18:db:f2:38:71:39,172.16.106.14,28:63:36:a9:de:e6,S7,,172.16.106.199,DOWNLOAD REQUEST,1
IP_FUNCTION,172.16.106.199,18:db:f2:38:71:39,172.16.106.14,28:63:36:a9:de:e6,S7,,172.16.106.14,DOWNLOAD REQUEST,1
IP_FUNCTION,172.16.106.199,18:db:f2:38:71:39,172.16.106.14,28:63:36:a9:de:e6,S7,,172.16.106.14,DOWNLOAD END,1
IP_FUNCTION,172.16.106.199,18:db:f2:38:71:39,172.16.106.14,28:63:36:a9:de:e6,S7,,172.16.106.14,PLC CONTROL,1
IP_FUNCTION,172.16.106.199,18:db:f2:38:71:39,172.16.106.14,28:63:36:a9:de:e6,S7,,172.16.106.14,DOWNLOAD,1
IP_IP_FUNCTION,172.16.106.199,18:db:f2:38:71:39,172.16.106.14,28:63:36:a9:de:e6,S7,,,DOWNLOAD END,1
IP_IP_FUNCTION,172.16.106.199,18:db:f2:38:71:39,172.16.106.14,28:63:36:a9:de:e6,S7,,,DOWNLOAD REQUEST,1
IP_IP_FUNCTION,172.16.106.199,18:db:f2:38:71:39,172.16.106.14,28:63:36:a9:de:e6,S7,,,DOWNLOAD,1
IP_IP_FUNCTION,172.16.106.199,18:db:f2:38:71:39,172.16.106.14,28:63:36:a9:de:e6,S7,,,OPEN CONNECTION,1
IP_IP_FUNCTION,172.16.106.199,18:db:f2:38:71:39,172.16.106.14,28:63:36:a9:de:e6,S7,,,PLC CONTROL,1
MAC_FUNCTION,0.0.0.0,28:63:36:a9:de:e6,0.0.0.0,18:db:f2:38:71:39,ARP,18:db:f2:38:71:39,,REPLY,1
MAC_MAC_FUNCTION,0.0.0.0,28:63:36:a9:de:e6,0.0.0.0,18:db:f2:38:71:39,ARP,,,REPLY,1
IP_FUNCTION,172.16.106.199,18:db:f2:38:71:39,172.16.106.14,28:63:36:a9:de:e6,S7,,172.16.106.199,PLC STOP,1
IP_FUNCTION,172.16.106.199,18:db:f2:38:71:39,172.16.106.14,28:63:36:a9:de:e6,S7,,172.16.106.14,PLC STOP,1
IP_IP_FUNCTION,172.16.106.199,18:db:f2:38:71:39,172.16.106.14,28:63:36:a9:de:e6,S7,,,PLC STOP,1
MAC,0.0.0.0,ac:64:17:03:4f:c5,0.0.0.0,01:0e:cf:00:00:00,Profinet,01:0e:cf:00:00:00,,,1
MAC_PROTOCOL,0.0.0.0,ac:64:17:03:4f:c5,0.0.0.0,01:0e:cf:00:00:00,Profinet,01:0e:cf:00:00:00,,,1
MAC_MAC,0.0.0.0,ac:64:17:03:4f:c5,0.0.0.0,01:0e:cf:00:00:00,Profinet,,,,1
MAC_MAC,0.0.0.0,28:63:36:9a:90:b3,0.0.0.0,01:0e:cf:00:00:00,Profinet,,,,1
MAC_MAC_PROTOCOL,0.0.0.0,ac:64:17:03:4f:c5,0.0.0.0,01:0e:cf:00:00:00,Profinet,,,,1
MAC_MAC_PROTOCOL,0.0.0.0,28:63:36:9a:90:b3,0.0.0.0,01:0e:cf:00:00:00,Profinet,,,,1
MAC_FUNCTION,0.0.0.0,28:63:36:9a:90:b3,0.0.0.0,01:0e:cf:00:00:00,Profinet,28:63:36:9a:90:b3,,PN DCP IDENTIFY REQUEST,1
MAC_MAC_FUNCTION,0.0.0.0,28:63:36:9a:90:b3,0.0.0.0,01:0e:cf:00:00:00,Profinet,,,PN DCP IDENTIFY REQUEST,1
MAC_PROTOCOL,0.0.0.0,54:e3:b0:00:55:b7,0.0.0.0,ac:64:17:03:4f:c5,ARP,54:e3:b0:00:55:b7,,,1
MAC_MAC_PROTOCOL,0.0.0.0,54:e3:b0:00:55:b7,0.0.0.0,ac:64:17:03:4f:c5,ARP,,,,1
IP_ACTIVE,172.16.106.25,54:e3:b0:00:55:b7,172.16.106.13,ac:64:17:03:4f:c5,Profinet,,172.16.106.25,,1
